longitude,latitude,prediksi,variance
106.2333,-8.6667,-1.3723697984840588,29.99598632770371
106.37654081632652,-8.6667,-1.3587091622310186,29.460957004337914
106.51978163265306,-8.6667,-1.3419861232353374,28.96266982039711
106.66302244897959,-8.6667,-1.321795863528438,28.5015860818474
106.80626326530613,-8.6667,-1.297718840948694,28.077697532803423
106.94950408163265,-8.6667,-1.2693289989967873,27.690475983833718
107.09274489795918,-8.6667,-1.2362053261603005,27.338821875869243
107.23598571428572,-8.6667,-1.1979475240560185,27.021007496512837
107.37922653061224,-8.6667,-1.1541955489369298,26.734617477333053
107.52246734693878,-8.6667,-1.1046511206754803,26.4765000171509
107.66570816326531,-8.6667,-1.0490974807809126,26.242751972587136
107.80894897959183,-8.6667,-0.9874126008575945,26.028763224072225
107.95218979591837,-8.6667,-0.9195714545427919,25.82933708180849
108.0954306122449,-8.6667,-0.8456349706088437,25.638886376372014
108.23867142857142,-8.6667,-0.7657261296837288,25.45168677278331
108.38191224489796,-8.6667,-0.6799961357336387,25.262157730052966
108.52515306122449,-8.6667,-0.5885847253929993,25.065141182588494
108.66839387755103,-8.6667,-0.49157826266630866,24.856156728300995
108.81163469387755,-8.6667,-0.38896780290544036,24.631624901377453
108.95487551020408,-8.6667,-0.2806076109289759,24.389062016910174
109.09811632653062,-8.6667,-0.16617345357421875,24.12725796543275
109.24135714285714,-8.6667,-0.04512001478066041,23.846450673567485
109.38459795918368,-8.6667,0.08336125612212447,23.54850611842119
109.5278387755102,-8.6667,0.22037759078702407,23.237096728871986
109.67107959183673,-8.6667,0.3673482352959166,22.917835013069364
109.81432040816327,-8.6667,0.5259673646198734,22.59825093659256
109.9575612244898,-8.6667,0.6980781108404277,22.287398993730335
110.10080204081632,-8.6667,0.8854296662741634,21.99479708097119
110.24404285714286,-8.6667,1.0893417053640027,21.72850549965845
110.38728367346938,-8.6667,1.3103798635030022,21.492677086852822
110.53052448979592,-8.6667,1.5481734097766295,21.28571174052388
110.67376530612245,-8.6667,1.8014264035242438,21.10035646454246
110.81700612244897,-8.6667,2.0680666797285974,20.926000136196105
110.96024693877551,-8.6667,2.345437091619361,20.751939570558207
111.10348775510204,-8.6667,2.630435659739277,20.57007552002575
111.24672857142858,-8.6667,2.9195217957159274,20.376315843953567
111.3899693877551,-8.6667,3.208529939034603,20.170859648658897
111.53321020408163,-8.6667,3.4922543751642317,19.95802531832583
111.67645102040817,-8.6667,3.7637854444352734,19.746444462426076
111.81969183673469,-8.6667,4.013700789493882,19.55016386981614
111.96293265306123,-8.6667,4.229782947821149,19.39004032260173
112.10617346938776,-8.6667,4.399172470210952,19.29265078270839
112.24941428571428,-8.6667,4.514919744752662,19.2834502148718
112.39265510204082,-8.6667,4.58353319810314,19.378566776390397
112.53589591836734,-8.6667,4.624607420244779,19.58678928050919
112.67913673469388,-8.6667,4.660912255736131,19.91670829823408
112.82237755102041,-8.6667,4.707073965790213,20.3718510904046
112.96561836734693,-8.6667,4.765488665894422,20.94141134100584
113.10885918367347,-8.6667,4.831165707912294,21.604247665361463
113.2521,-8.6667,4.898116035760051,22.339065645779037
106.2333,-8.606936734693878,-1.3874881291526622,29.65553378058683
106.37654081632652,-8.606936734693878,-1.3749339317287057,29.116193003511853
106.51978163265306,-8.606936734693878,-1.3593327599877538,28.61464571532924
106.66302244897959,-8.606936734693878,-1.34026430976905,28.151464638604466
106.80626326530613,-8.606936734693878,-1.3172907453050344,27.726735779944736
106.94950408163265,-8.606936734693878,-1.2899647333950242,27.34000699599525
107.09274489795918,-8.606936734693878,-1.2578413030832842,26.990233905603496
107.23598571428572,-8.606936734693878,-1.2204947547578708,26.67571586480826
107.37922653061224,-8.606936734693878,-1.177540711234896,26.39402303370582
107.52246734693878,-8.606936734693878,-1.1286613121318911,26.14192967303231
107.66570816326531,-8.606936734693878,-1.0736291547537022,25.915382230273153
107.80894897959183,-8.606936734693878,-1.0123240497518706,25.709534818460344
107.95218979591837,-8.606936734693878,-0.9447370623447708,25.518874222705424
108.0954306122449,-8.606936734693878,-0.8709588434510447,25.337434624439844
108.23867142857142,-8.606936734693878,-0.7911529168430542,25.15907896675324
108.38191224489796,-8.606936734693878,-0.7055177222543463,24.97781005599687
108.52515306122449,-8.606936734693878,-0.6142425394323747,24.788074867739876
108.66839387755103,-8.606936734693878,-0.5174617087326321,24.58503731717943
108.81163469387755,-8.606936734693878,-0.4152095352782931,24.364811145912434
108.95487551020408,-8.606936734693878,-0.3073759673630493,24.1246593202455
109.09811632653062,-8.606936734693878,-0.19366146681555702,23.863176078281107
109.24135714285714,-8.606936734693878,-0.07352911151716124,23.580471519022513
109.38459795918368,-8.606936734693878,0.0538463247861837,23.278375491772728
109.5278387755102,-8.606936734693878,0.18962739795088554,22.960663494359352
109.67107959183673,-8.606936734693878,0.3353454551006525,22.633271307033105
109.81432040816327,-8.606936734693878,0.4928812852325125,22.3043867902906
109.9575612244898,-8.606936734693878,0.6643430028818731,21.984167988013986
110.10080204081632,-8.606936734693878,0.8517928496670355,21.683675901916303
110.24404285714286,-8.606936734693878,1.0568389002379932,21.41264637237216
110.38728367346938,-8.606936734693878,1.2802269586190322,21.176359807998182
110.53052448979592,-8.606936734693878,1.5216209633644595,20.97308217978925
110.67376530612245,-8.606936734693878,1.7796414111282972,20.794050593833486
110.81700612244897,-8.606936734693878,2.052074746827471,20.62643230764072
110.96024693877551,-8.606936734693878,2.3361300309227047,20.457478673875734
111.10348775510204,-8.606936734693878,2.6286334135446014,20.277742630227408
111.24672857142858,-8.606936734693878,2.9260606496834884,20.082523587931238
111.3899693877551,-8.606936734693878,3.224339152019309,19.871884269950755
111.53321020408163,-8.606936734693878,3.518372623323708,19.650113252920953
111.67645102040817,-8.606936734693878,3.8012154930913264,19.425728049214655
111.81969183673469,-8.606936734693878,4.062858519798717,19.21293350402208
111.96293265306123,-8.606936734693878,4.289181778338928,19.03415052306075
112.10617346938776,-8.606936734693878,4.463633406753003,18.91998900363052
112.24941428571428,-8.606936734693878,4.575708005149269,18.900397936523376
112.39265510204082,-8.606936734693878,4.632611143573541,18.991688472614864
112.53589591836734,-8.606936734693878,4.659427355422256,19.20040922862229
112.67913673469388,-8.606936734693878,4.685185414118604,19.53719814382859
112.82237755102041,-8.606936734693878,4.727278504110499,20.0087733718078
112.96561836734693,-8.606936734693878,4.786296332255693,20.60168454407372
113.10885918367347,-8.606936734693878,4.854153449613543,21.289489319261023
113.2521,-8.606936734693878,4.923032260753872,22.04775007776012
106.2333,-8.547173469387756,-1.4022110588940864,29.31622881829871
106.37654081632652,-8.547173469387756,-1.3907846735275937,28.772304938312022
106.51978163265306,-8.547173469387756,-1.3763304587949823,28.26726010444633
106.66302244897959,-8.547173469387756,-1.358412301897859,27.801787551532612
106.80626326530613,-8.547173469387756,-1.3365734356609598,27.37607618837515
106.94950408163265,-8.547173469387756,-1.3103440464993779,26.989759358176595
107.09274489795918,-8.547173469387756,-1.2792531858076739,26.641859389739356
107.23598571428572,-8.547173469387756,-1.2428468315220187,26.330716524536417
107.37922653061224,-8.547173469387756,-1.2007126871459624,26.05390065939376
107.52246734693878,-8.547173469387756,-1.1525096941107942,25.80812269761949
107.66570816326531,-8.547173469387756,-1.0979970578871339,25.589180827726814
107.80894897959183,-8.547173469387756,-1.0370554144783315,25.39198374379624
107.95218979591837,-8.547173469387756,-0.9696931174279534,25.210680107116296
108.0954306122449,-8.547173469387756,-0.8960338512106383,25.0388951939237
108.23867142857142,-8.547173469387756,-0.8162865306580374,24.870045564637408
108.38191224489796,-8.547173469387756,-0.7307024545560954,24.69768534780113
108.52515306122449,-8.547173469387756,-0.6395262300847337,24.515839315754462
108.66839387755103,-8.547173469387756,-0.542945859538146,24.31929387836348
108.81163469387755,-8.547173469387756,-0.44104462088186047,24.103838017140745
108.95487551020408,-8.547173469387756,-0.33375435218116906,23.866464154559097
109.09811632653062,-8.547173469387756,-0.22080748430911737,23.605550543030084
109.24135714285714,-8.547173469387756,-0.10168428091045892,23.321051889877424
109.38459795918368,-8.547173469387756,0.024447023245527333,23.014723906657505
109.5278387755102,-8.547173469387756,0.1587945049144693,22.690396985496953
109.67107959183673,-8.547173469387756,0.3029966220856287,22.354281747120858
109.81432040816327,-8.547173469387756,0.4591287301562543,22.015205872763605
109.9575612244898,-8.547173469387756,0.6295940807379097,21.684504919808163
110.10080204081632,-8.547173469387756,0.8168210531742037,21.375024572575597
110.24404285714286,-8.547173469387756,1.0227626961623857,21.098587348026832
110.38728367346938,-8.547173469387756,1.2483736974974318,20.861991659982284
110.53052448979592,-8.547173469387756,1.4933415431457897,20.663431486309722
110.67376530612245,-8.547173469387756,1.7561670443808415,20.49228154882698
110.81700612244897,-8.547173469387756,2.034452558287434,20.332985834959437
110.96024693877551,-8.547173469387756,2.3252394132281307,20.170403292046394
111.10348775510204,-8.547173469387756,2.625271254463676,19.993640499237745
111.24672857142858,-8.547173469387756,2.931062184395577,19.797476369486606
111.3899693877551,-8.547173469387756,3.2386943425827623,19.581997457444402
111.53321020408163,-8.547173469387756,3.543299767836664,19.351545732777563
111.67645102040817,-8.547173469387756,3.838104446953465,19.1143706030938
111.81969183673469,-8.547173469387756,4.112789007936827,18.88440583921786
